UNITID,TUFEYR0,TUFEYR1,TUFEYR2,TUFEYR3,CINDON,CINSON,COTSON,CINDOFF,CINSOFF,COTSOFF,CINDFAM,CINSFAM,COTSFAM 
155423,7824,8160,8323,9360,.,.,.,24591,24591,24591,13779,13779,13779
155450,3360,3488,3488,3968,.,.,.,17518,17518,18318,8518,8518,9318
155487,6690,7440,7650,8400,.,.,.,20510,20510,20510,12600,12600,12600
155496,16570,16970,17605,17914,35054,35054,35054,37130,37130,37130,23476,23476,23476
155511,30077,31154,32408,33536,48548,48548,48548,54096,54096,54096,43952,43952,43952
155520,31786,32872,33840,34832,55009,55009,55009,57818,57818,57818,46186,46186,46186
155566,4930,5032,5032,5474,17516,17516,17516,19696,19696,19696,10976,10976,10976
155593,6398,7324,7692,8492,22912,22912,22912,22912,22912,22912,16426,16426,16426
155627,30580,32180,33380,33380,50154,50154,50154,48220,48220,48220,38220,38220,38220
155681,7500,7484,7932,7970,23410,23410,35094,23900,23900,35584,14242,14242,25926
155715,3584,3680,3808,3936,15634,15734,16250,20644,20744,21260,9882,9982,10498
155812,29880,30800,31630,32540,46400,46400,46400,45590,45590,45590,37330,37330,37330
155830,8315,8127,7460,7320,.,.,.,16956,16956,16956,11305,11305,11305
155858,3420,3616,3616,3648,15273,15369,16553,18949,19045,20229,9763,9859,11043
155900,31650,33250,34900,36650,54250,54250,54250,53842,53842,53842,45701,45701,45701
155937,27300,27300,28500,30000,44836,44836,44836,44836,44836,44836,35500,35500,35500
155973,29360,32100,33400,35050,48360,48360,48360,49550,49550,49550,38250,38250,38250
156082,8704,8762,8872,9154,23096,23096,34380,24196,24196,35480,13439,13439,24723
156107,6776,6602,5963,5715,.,.,.,23714,23714,24577,9536,9536,10399
156125,8298,8433,8800,8866,26126,26126,35486,24788,24788,34148,13516,13516,22876
156189,12230,14230,14230,14250,30610,30610,30610,27950,27950,27950,22950,22950,22950
156213,30952,32028,32652,33146,46516,46516,46516,44618,44618,44618,37282,37282,37282
156231,4368,4488,4488,4560,.,.,.,17008,17008,27928,8988,8988,19908
156286,42830,43470,44920,46030,63060,63060,63060,63060,63060,63060,53346,53346,53346
156295,44700,45092,43612,45026,56068,56068,56068,56068,56068,56068,48326,48326,48326
156338,4368,4488,4488,4560,.,.,.,17008,17008,27928,8988,8988,19908
156356,23500,25100,26950,27950,43590,43590,43590,44550,44550,44550,33050,33050,33050
156365,25400,25400,26100,26100,41762,41762,41762,42838,42838,42838,34788,34788,34788
156392,4448,4568,4568,4640,.,.,.,17088,17088,28008,9068,9068,19988
156408,43000,44300,46000,48070,63470,63470,63470,61640,61640,61640,51065,51065,51065
156417,9620,9870,9860,9970,21175,21175,21175,25676,25676,25676,16055,16055,16055
156541,9875,9875,9875,9875,24884,24884,24884,27929,27929,27929,19289,19289,19289
156620,9876,9876,9752,9844,23004,23004,33382,24504,24504,34882,14144,14144,24522
156648,4368,4488,4488,4560,.,.,.,17008,17008,27928,8988,8988,19908
156745,39810,40800,41200,41600,56374,56374,56374,55316,55316,55316,46054,46054,46054
156790,4368,4488,4488,4560,.,.,.,17008,17008,27928,8988,8988,19908
156851,4368,4488,4488,4560,.,.,.,17008,17008,27928,8988,8988,19908
156860,4368,4488,4488,4560,.,.,.,17008,17008,27928,8988,8988,19908
156921,4448,4568,4568,4640,.,.,.,17088,17088,28008,9068,9068,19988
157021,17361,11136,10354,10314,.,.,.,23171,23171,23171,15947,15947,15947
157030,9610,9760,9760,10060,16490,16490,16490,17810,17810,17810,11310,11310,11310
157058,8800,8800,8800,9004,21575,21575,25453,22650,22650,26528,15435,15435,19313
157076,27200,28540,29660,31300,46898,46898,46898,44425,44425,44425,35473,35473,35473
157085,12360,12484,12610,12859,33065,33065,52482,30537,30537,49954,18389,18389,37806
157100,20596,21200,22130,23700,39196,39196,39196,48020,48020,48020,33870,33870,33870
157216,25350,25718,25718,26228,42157,42157,42157,43471,43471,43471,32471,32471,32471
157289,11928,12162,12370,12520,31680,31680,48026,31988,31988,48334,21844,21844,38190
157304,4368,4488,4488,4560,.,.,.,17008,17008,27928,8988,8988,19908
157331,4368,4488,4488,4560,.,.,.,17008,17008,27928,8988,8988,19908
157377,24850,24850,24850,25050,42050,42050,42050,42050,42050,42050,33450,33450,33450
157386,9290,9290,9462,9560,22603,22603,27329,24290,24290,29016,13892,13892,18618
157401,9168,9168,9252,9432,25087,25087,34543,25751,25751,35207,14927,14927,24383
157438,4448,4568,4568,4640,.,.,.,17088,17088,28008,9068,9068,19988
157447,10296,10296,10392,10592,25140,25140,35396,29860,29860,40116,13892,13892,24148
157483,4368,4488,4488,4560,.,.,.,17008,17008,27928,8988,8988,19908
157535,21550,22050,22650,23150,34730,34730,34730,34730,34730,34730,26380,26380,26380
157553,4368,4488,4488,4560,.,.,.,17008,17008,27928,8988,8988,19908
157711,4368,4488,4488,4560,.,.,.,17008,17008,27928,8988,8988,19908
157739,4368,4488,4488,4560,.,.,.,17008,17008,27928,8988,8988,19908
157748,20796,11896,11896,12000,22650,22650,22650,17660,17660,17660,15200,15200,15200
157757,25200,25975,26750,27300,43790,43790,43790,51403,51403,51403,39271,39271,39271
157793,13500,13860,14220,14220,32721,32721,32721,32215,32215,32215,25330,25330,25330
157809,32090,33420,34760,35810,49436,49436,49436,51170,51170,51170,40266,40266,40266
157818,40210,41610,42520,43670,59770,59770,59770,59770,59770,59770,47920,47920,47920
157863,27950,28000,29821,30946,44807,44807,44807,44807,44807,44807,36446,36446,36446
157951,10802,10802,10992,11112,25448,25448,41336,28714,28714,44602,14376,14376,30264
158088,4099,4099,4099,4099,.,.,.,18311,18311,18311,9238,9238,9238
158431,4156,4284,4284,4283,.,.,.,20705,20705,20705,10773,10773,10773
158477,37310,38060,38060,38820,58800,58800,58800,55610,55610,55610,45160,45160,45160
158662,4079,4079,3976,4679,.,.,.,23181,23181,23181,12713,12713,12713
158802,19281,19281,19284,20224,37724,37724,37724,36789,36789,36789,26994,26994,26994
158884,4175,4175,4436,4255,.,.,.,21818,21818,21818,11350,11350,11350
159009,7683,7635,7683,7683,25663,25663,34686,24605,24605,33628,14613,14613,23636
159197,11156,11156,11156,11711,.,.,.,28017,28017,28017,21789,21789,21789
159382,6668,6638,6884,7050,21180,21180,28780,21659,21659,29259,12199,12199,19799
159391,11962,11962,11958,11954,34878,34878,51555,36336,36336,53013,20922,20922,37599
159407,4730,4730,4730,4730,19820,19820,25184,21968,21968,27332,11500,11500,16864
159416,7327,7160,7327,7327,23374,23374,36528,24565,24565,37719,14097,14097,27251
159568,17500,17500,17950,19720,34136,34136,34136,36958,36958,36958,26490,26490,26490
159647,10185,10065,10065,10065,24972,24972,31713,25884,25884,32625,19647,19647,26388
159656,40592,42278,43498,45030,64245,64245,64245,60106,60106,60106,49043,49043,49043
159717,8102,8382,8380,8440,25088,25088,26588,25678,25678,27178,15210,15210,16710
159939,8772,9072,9072,9172,28116,28116,32952,26410,26410,31246,15942,15942,20778
159948,9100,9320,9760,10820,20260,20260,20260,33070,33070,33070,14520,14520,14520
159966,7898,7946,7946,8156,24450,24450,25543,24650,24650,25743,14718,14718,15811
159993,8974,9070,9058,9082,25403,25403,37503,26320,26320,38420,15852,15852,27952
160010,2976,4109,4109,4109,.,.,.,21996,21996,21996,11929,11929,11929
160038,8768,8672,8672,8672,25711,25711,36499,25910,25910,36698,15442,15442,26230
160065,14720,15280,15280,15960,32896,32896,32896,33198,33198,33198,22730,22730,22730
160074,13846,14535,14614,15012,.,.,.,36074,36074,36074,19934,19934,19934
160409,19490,21550,22810,24725,43395,43395,43395,.,.,.,.,.,.
160481,3981,3981,4119,4119,.,.,.,25342,25342,25342,14874,14874,14874
160524,15837,15240,17347,22272,.,.,.,36849,36849,36849,27640,27640,27640
160579,4265,4265,4265,4265,.,.,.,21503,21503,21503,11035,11035,11035
160612,8329,8289,8289,8373,24573,24573,37051,25611,25611,38089,15143,15143,27621
160621,9141,9340,9842,9940,26076,25984,33334,27178,27086,34436,16710,16618,23968
160630,7169,7059,7059,7471,22481,22481,31381,24369,24369,33269,13901,13901,22801
160649,4350,4789,4958,4958,21820,21820,21820,15400,15400,15400,10400,10400,10400
160658,10382,10358,10346,10382,28794,28794,42522,29180,29180,42908,17152,17152,30880
160667,4103,4103,4203,4203,.,.,.,21441,21441,21441,10973,10973,10973
160755,56800,58852,60814,62844,83890,83890,83890,83890,83890,83890,70266,70266,70266
160904,25055,25822,26398,26863,40871,40871,40871,43116,43116,43116,30471,30471,30471
160959,43542,43542,43542,44829,56669,56669,56669,52354,52354,52354,46799,46799,46799
160977,55683,57353,59062,61066,80440,80440,80440,.,.,.,.,.,.
161004,56350,56350,58322,61528,80390,80390,80390,.,.,.,.,.,.
161022,13855,13905,14911,16238,.,.,.,28238,28238,28238,20438,20438,20438
161077,3784,3844,3864,3760,17096,17096,19976,17696,17696,20576,9396,9396,12276
161086,57280,59430,61220,63520,81550,81550,81550,71420,71420,71420,65220,65220,65220
161138,3818,3877,3865,3877,20835,20835,23715,17359,17359,20239,10885,10885,13765
161192,3817,3882,3865,3687,.,.,.,17327,17327,20207,10817,10817,13697
161208,24975,25012,26012,26012,.,.,.,42276,42276,42276,31362,31362,31362
161217,8168,8378,8490,8378,21378,21378,32778,21378,21378,32778,13178,13178,24578
161226,9344,9572,9590,9890,24724,24724,36484,24724,24724,36484,13960,13960,25720
161235,8295,8475,8505,8805,21859,21859,26629,18671,18671,23441,12571,12571,17341
161253,11438,11738,11986,12136,27456,27456,49056,27456,27456,49056,15406,15406,37006
161299,13792,14058,14338,14562,30302,30302,45782,30302,30302,45782,18862,18862,34342
161341,8330,8585,8638,8750,22050,22050,26460,18350,18350,22760,12250,12250,16660
161457,38750,38750,39820,40950,61200,61200,61200,57640,57640,57640,46040,46040,46040
161484,3741,3830,3830,3730,18560,18560,21440,17070,17070,19950,10742,10742,13622
161509,36424,38310,38690,39830,57620,57620,57620,51280,51280,51280,43180,43180,43180
161518,36720,39020,39986,41586,59422,59422,59422,52686,52686,52686,45486,45486,45486
161545,3784,3880,3874,3797,18065,18065,20945,18983,18983,21863,11163,11163,14043
161554,9226,9528,9904,10120,24904,24904,39520,24904,24904,39520,13980,13980,28596
161563,27720,28430,29152,29996,44994,44994,44994,40096,40096,40096,33596,33596,33596
161572,30000,12640,12640,12640,26524,26524,26524,23180,23180,23180,14420,14420,14420
161581,3784,3850,3859,3687,13495,13495,16375,15919,15919,18799,9287,9287,12167
161688,4610,4730,4730,4730,21206,25196,27536,21206,25196,27536,10406,14396,16736
161767,4790,4910,4910,4970,.,.,.,23735,27995,32525,11556,15816,20346
161864,3314,3314,3314,3314,.,.,.,16629,16629,20709,9336,9336,13416
161873,9096,8814,9364,9506,.,.,.,34606,34606,48056,15256,15256,28706
162007,8444,8444,8558,8748,25316,25316,36038,28588,28588,39310,12848,12848,23570
162061,26308,26874,26934,27004,44620,44620,44620,50722,50722,50722,32444,32444,32444
162104,4650,4740,4770,4920,.,.,.,19020,22410,23610,12620,16010,17210
162122,3930,3930,4020,4110,.,.,.,22416,25506,27546,10957,14047,16087
162168,3890,3890,3890,4010,.,.,.,12960,15294,17454,9360,11694,13854
162210,24800,25200,25200,25200,37840,37840,37840,32200,32200,32200,27400,27400,27400
162283,6716,6716,6809,6904,22836,22836,29492,24531,24531,31187,11390,11390,18046
162557,3676,3748,3772,3772,.,.,.,15872,19544,21944,7772,11444,13844
162584,9410,9410,9594,9804,26500,26500,41380,26500,26500,41380,15860,15860,30740
162609,4172,3976,3976,3976,15436,21456,23584,16476,22496,24624,7976,13996,16124
162654,45250,47200,48200,49220,70000,70000,70000,63220,63220,63220,53220,53220,53220
162690,4290,4512,4320,4320,.,.,.,21904,23974,25774,8710,10780,12580
162706,3827,3827,3827,3888,.,.,.,19944,22224,24504,10844,13124,15404
162760,41060,42300,43140,44500,62870,62870,62870,62206,62206,62206,49314,49314,49314
162779,3984,4080,4080,4088,.,.,.,28128,30888,32448,10083,12843,14403
162928,55850,54660,59220,60480,80800,80800,80800,76968,76968,76968,63160,63160,63160
163046,50100,50400,52130,53430,72600,72600,72600,66475,66475,66475,56535,56535,56535
163204,7560,7560,7704,7848,.,.,.,29846,29846,34334,15676,15676,20164
163268,12028,9420,12280,12606,30795,30795,47559,34052,34052,50816,23838,23838,40602
163286,10779,10779,10955,11233,29637,29637,57873,31801,31801,60037,16741,16741,44977
163295,50330,49190,52040,53815,72255,72255,72255,68065,68065,68065,56705,56705,56705
163338,8558,8558,8724,8898,26554,26554,37384,28431,28431,39261,15918,15918,26748
163426,5322,5322,5322,5322,.,.,.,27210,32142,35922,11368,16300,20080
163453,8008,7628,8008,8008,25735,25735,36206,26475,26475,36946,13573,13573,24044
163462,42590,43650,44750,45870,62940,62940,62940,56020,56020,56020,48920,48920,48920
163532,12400,12900,13200,13700,25650,25650,25650,34550,34550,34550,18450,18450,18450
163578,38340,39675,39746,40730,60880,60880,60880,64212,64212,64212,47930,47930,47930
163657,3770,3746,3746,3914,.,.,.,27404,29684,32132,9514,11794,14242
163851,10044,10044,10188,10396,27386,27386,37862,27386,27386,37862,14396,14396,24872
163912,15124,15124,15124,15184,31795,31795,47871,31795,31795,47871,17649,17649,33725
163976,35635,35935,36170,37260,52960,52960,52960,48690,48690,48690,38690,38690,38690
164076,10198,10198,10464,10818,28720,28720,44722,28720,28720,44722,15078,15078,31080
164173,37142,37868,38168,38738,58518,58518,58518,52638,52638,52638,44238,44238,44238
164216,48814,48214,49768,52481,70375,70375,70375,66785,66785,66785,57397,57397,57397
164270,45515,46851,47311,46800,62684,62684,62684,60106,60106,60106,52314,52314,52314
164313,3336,3504,3624,3624,.,.,.,21604,24700,26260,9724,12820,14380
164368,42500,49950,49950,50825,75085,75085,75085,75085,75085,75085,55225,55225,55225
164447,36930,38220,39370,40550,58750,58750,58750,52010,52010,52010,45950,45950,45950
164465,58640,60430,61160,64100,83650,83650,83650,83650,83650,83650,66900,66900,66900
164492,38630,39420,40208,41010,62900,62900,62900,52460,52460,52460,47460,47460,47460
164562,42316,43978,45900,47508,64870,64870,64870,64870,64870,64870,50308,50308,50308
164580,52608,54144,54944,54944,77248,77248,77248,77248,77248,77248,66576,66576,66576
164614,12600,12600,12600,12600,26691,26691,26691,29348,29348,29348,17783,17783,17783
164632,35081,35781,35781,35781,52280,52280,52280,43481,43481,43481,39981,39981,39981
164641,23500,29200,29500,29500,53342,53342,53342,55441,55441,55441,39842,39842,39842
164739,51830,53790,54910,56500,77770,77770,77770,77770,77770,77770,64180,64180,64180
164748,45660,45660,46800,48330,70620,70620,70620,70175,70175,70175,51610,51610,51610
164775,5492,5492,5492,5492,.,.,.,24442,24442,30470,11972,11972,18000
164872,21894,21844,22144,22144,.,.,.,42544,42544,42544,26544,26544,26544
164924,57910,60202,61706,64176,83746,83746,83746,79376,79376,79376,69526,69526,69526
164988,55892,58072,59816,62360,82760,82760,82760,82760,82760,82760,67210,67210,67210
165015,57561,57615,60391,62322,81914,81914,81914,76896,76896,76896,66922,66922,66922
165024,10732,10732,10732,11051,29313,29313,35453,29813,29813,35953,15651,15651,21791
165033,5018,5136,5208,5280,.,.,.,14130,14130,19074,10130,10130,15074
165112,4704,5280,5280,5280,.,.,.,18302,18302,23246,11502,11502,16446
165167,16164,16266,16442,17190,.,.,.,32190,32190,32190,21190,21190,21190
165194,5352,5352,5352,5592,.,.,.,19300,19300,24244,13300,13300,18244
165264,37713,32813,32813,32813,.,.,.,48013,48013,48013,36013,36013,36013
165334,47200,48602,50302,52352,65266,65266,65266,65366,65366,65366,54202,54202,54202
165529,41230,42425,43650,44920,65250,65250,65250,58770,58770,58770,48670,48670,48670
165574,40414,41318,42346,43400,64442,64442,64442,55875,55875,55875,46400,46400,46400
165644,26568,26952,27212,27990,42590,42590,42590,42590,42590,42590,31890,31890,31890
165662,49432,51148,52190,53232,77370,77370,77370,74986,74986,74986,58336,58336,58336
165671,41448,42516,43572,44908,65090,65090,65090,65090,65090,65090,48990,48990,48990
165699,34154,35320,36614,37776,58038,58038,58038,54337,54337,54337,41080,41080,41080
165802,31992,32700,33500,34150,56690,56690,56690,49350,49350,49350,39350,39350,39350
165820,10610,10830,10830,10921,27737,27737,33817,24871,24871,30951,14621,14621,20701
165866,11100,11380,11380,11380,28120,28120,34200,28120,28120,34200,19450,19450,25530
165884,17550,17550,17550,18228,.,.,.,35928,35928,35928,22428,22428,22428
165936,38650,39230,26250,27040,41390,41390,41390,41990,41990,41990,30040,30040,30040
165981,5570,5570,5642,5642,.,.,.,19342,19342,25462,11892,11892,18012
166018,52068,51768,52738,54452,71374,71374,71374,71374,71374,71374,56942,56942,56942
166027,51925,54002,55587,57261,83538,83538,83538,.,.,.,.,.,.
166054,22490,22490,22040,22490,41282,41282,41282,43690,43690,43690,27090,27090,27090
166124,54740,54770,56540,58360,76880,76880,76880,76880,76880,76880,66260,66260,66260
166133,5114,5378,5378,5570,.,.,.,20870,20870,25814,10020,10020,14964
166391,37000,39000,42000,42630,62630,62630,62630,54130,54130,54130,47130,47130,47130
166407,29620,30240,27080,27587,.,.,.,50749,50749,50749,34829,34829,34829
166452,28875,29900,29900,31364,53352,53352,53352,46814,46814,46814,37004,37004,37004
166489,44730,46880,48800,50675,.,.,.,67675,67675,67675,55675,55675,55675
166513,15648,15698,15698,16182,32732,32732,51100,25402,25402,43770,20802,20802,39170
166629,16389,16439,16439,16952,33475,33475,54694,33475,33475,54694,21352,21352,42571
166638,14613,14677,14737,15132,34750,34750,55723,33831,33831,54804,18998,18998,39971
166647,5376,5376,5376,5376,.,.,.,19910,19910,24854,9110,9110,14054
166656,34650,34650,35800,37230,62134,62134,62134,62134,62134,62134,45342,45342,45342
166674,13700,14200,14200,14570,34670,34670,61060,34670,34670,61060,20770,20770,47160
166683,53790,53450,55878,57986,79850,79850,79850,79850,79850,79850,61060,61060,61060
166692,10018,11687,14389,10634,30872,30872,44760,.,.,.,.,.,.
166823,4992,5160,5160,5376,.,.,.,18222,18222,23166,13305,13305,18249
166850,43340,45074,46916,49196,69941,69941,69941,69941,69941,69941,51646,51646,51646
166887,6098,6048,6048,6048,.,.,.,19748,19748,25820,8948,8948,15020
166911,34350,35300,36450,37850,58450,58450,58450,57450,57450,57450,43650,43650,43650
166939,52258,54618,56518,58498,77678,77678,77678,75418,75418,75418,62898,62898,62898
166957,5668,5668,5668,5760,.,.,.,20760,20760,25680,11460,11460,16380
167057,50460,52440,53730,55910,77870,77870,77870,77870,77870,77870,59350,59350,59350
167260,35940,36540,37300,38800,56510,56510,56510,51060,51060,51060,42900,42900,42900
167288,10930,11433,11433,11590,30025,30025,38970,26420,26420,35365,16393,16393,25338
167312,5256,5352,5352,5352,.,.,.,21252,21252,26820,9252,9252,14820
167358,53506,55452,57592,60192,81422,81422,81422,81422,81422,81422,62992,62992,62992
167376,5280,5544,5544,5688,.,.,.,23524,23524,29308,11164,11164,16948
167394,37000,38391,39449,40635,59381,59381,59381,55144,55144,55144,45330,45330,45330
167525,6686,6960,7176,7344,.,.,.,28304,28304,28304,13304,13304,13304
167534,5658,5830,5830,5830,.,.,.,20328,20328,25272,9942,9942,14886
167598,42650,43715,44809,46150,67300,67300,67300,67300,67300,67300,49720,49720,49720
167631,5224,5784,5784,5784,.,.,.,20230,20542,25534,10230,10542,15534
167729,11128,11675,11675,11978,29916,29916,36899,27426,27426,34409,19936,19936,26919
167783,42070,41824,43062,44350,64548,64548,64548,64548,64548,64548,48180,48180,48180
167792,56901,61169,63583,64951,84151,84151,84151,84151,84151,84151,66951,66951,66951
167835,54224,54224,56114,58768,82134,82134,82134,71468,71468,71468,70846,70846,70846
167899,39305,40480,40480,41694,58964,58964,58964,58964,58964,58964,45244,45244,45244
167905,5328,5560,5520,5520,.,.,.,21534,21534,26742,12849,12849,18057
167987,14358,14408,14408,14854,34519,34519,50657,29026,29026,45164,20526,20526,36664
167996,44420,46642,47808,52000,69600,69600,69600,66238,66238,66238,54500,54500,54500
168005,40104,41648,41648,43332,65464,65464,65464,68455,68455,68455,49332,49332,49332
168148,58578,60862,63000,65222,84600,84600,84600,84600,84600,84600,74600,74600,74600
168218,56052,58448,60752,61920,83050,83050,83050,65770,65770,65770,65770,65770,65770
168227,34970,35970,37650,38760,57380,57380,57380,57380,57380,57380,45710,45710,45710
168254,37992,39216,40380,44500,62230,62230,62230,56900,56900,56900,49030,49030,49030
168263,10849,11139,11139,11500,28406,28406,34486,28406,28406,34486,16414,16414,22494
168281,54568,56366,58180,60230,77030,77030,77030,77030,77030,77030,69460,69460,69460
168342,57280,50450,59660,61770,81000,81000,81000,.,.,.,.,.,.
168421,52320,54416,55731,57096,76040,76040,76040,76040,76040,76040,60996,60996,60996
168430,10586,10586,10586,10786,27099,27099,33179,19754,19754,25834,14354,14354,20434
168528,37809,38730,39107,39596,55498,55498,55498,55388,55388,55388,42518,42518,42518
168546,48275,50775,53090,54930,68900,68900,68900,68900,68900,68900,56930,56930,56930
168591,41398,42622,43872,45616,61550,61550,61550,57026,57026,57026,48926,48926,48926
168607,4650,4710,4830,4980,15130,17710,17710,14930,17510,17510,7380,9960,9960
168740,30158,31008,31782,32734,44408,44408,44408,51892,51892,51892,34934,34934,34934
168786,33854,35086,36084,37280,50886,50886,50886,47834,47834,47834,41052,41052,41052
168847,9920,12100,12420,12710,25410,25410,25410,27210,27210,27210,18810,18810,18810
168883,5010,5250,5400,5580,18742,22252,23902,18742,22252,23902,10718,14228,15878
169080,36300,37806,38240,38620,54070,54070,54070,54070,54070,54070,42920,42920,42920
169187,14070,14402,14702,15042,.,.,.,27755,27755,27755,18917,18917,18917
169248,12960,12960,13200,13650,26968,26968,26968,24870,24870,24870,16970,16970,16970
169275,4170,4193,4235,4235,.,.,.,19458,20424,22314,8388,9354,11244
169327,20880,22380,22230,23629,42829,42829,42829,35229,35229,35229,28629,28629,28629
169363,30205,31060,31830,32982,50842,50842,50842,50842,50842,50842,42682,42682,42682
169442,45815,47585,47585,49435,63381,63381,63381,63381,63381,63381,54531,54531,54531
169479,19338,20260,20964,22244,37344,37344,37344,34300,34300,34300,29220,29220,29220
169521,4130,4220,4370,4460,.,.,.,14528,17048,17318,10200,12720,12990
169655,12838,12838,14513,14890,.,.,.,31615,31615,31615,21831,21831,21831
169716,28840,29562,30154,31058,45618,45618,45618,52292,52292,52292,36948,36948,36948
169761,21100,31080,31680,31680,.,.,.,46704,46704,46704,36384,36384,36384
169798,13233,13700,14060,16410,30976,30976,30976,31846,31846,31846,21260,21260,21260
169910,12068,12376,12740,13076,26676,26676,26676,25458,25458,25458,16876,16876,16876
169974,3672,3744,3960,4056,17434,19018,19882,15030,16614,17478,8426,10010,10874
169983,44380,44380,44380,44380,58610,58610,58610,58610,58610,58610,49680,49680,49680
169992,5072,5165,5294,5442,15542,17309,18208,16918,18685,19584,9942,11709,12608
170000,14350,14160,14400,14520,26122,26122,26122,25887,25887,25887,17940,17940,17940
170037,25360,26250,27040,27880,42660,42660,42660,42660,42660,42660,32140,32140,32140
170055,3909,3969,3969,3999,.,.,.,19213,23143,26893,9888,13818,17568
170082,12860,13244,13560,13952,27197,27197,33101,25409,25409,31313,17057,17057,22961
170091,17220,17220,17220,17220,27555,27555,27555,31314,31314,31314,18955,18955,18955
170240,3208,3208,3310,3388,.,.,.,16678,18598,20638,6814,8734,10774
170286,28368,29482,30042,30902,46602,46602,46602,46602,46602,46602,34102,34102,34102
170301,35330,36650,36650,38370,53210,53210,53210,48410,48410,48410,41830,41830,41830
170444,6600,6703,6420,6735,18737,19427,21377,20347,21037,22987,10347,11037,12987
170532,50562,52434,54522,56562,71173,71173,71173,71173,71173,71173,59538,59538,59538
170541,3542,3640,3852,3916,.,.,.,14566,17176,19246,8122,10732,12802
170550,4395,4611,4545,4635,.,.,.,15207,17588,20210,9737,12118,14740
170587,4260,4260,4560,4770,.,.,.,19670,21530,23810,11120,12980,15260
170620,4703,4703,4860,5048,22856,24956,24956,17850,19950,19950,10138,12238,12238
170639,12255,12744,13200,13728,27694,27694,27694,24878,24878,24878,16678,16678,16678
170657,3690,3830,3920,3920,.,.,.,14120,17540,20960,7720,11140,14560
170675,35280,36630,37680,39570,57409,57409,57409,57409,57409,57409,46089,46089,46089
170790,3437,3335,3390,3450,.,.,.,16778,19538,21158,8362,11122,12742
170806,23100,24000,24900,26100,41790,41790,41790,42710,42710,42710,30460,30460,30460
170967,23996,24720,25462,26736,39098,39098,39098,35568,35568,35568,30408,30408,30408
170976,15558,15948,16178,16736,33556,33556,72154,33556,33556,72154,26049,26049,64647
171100,14460,14460,14750,15372,30990,30990,57576,30990,30990,57576,20000,20000,46586
171128,15960,16436,16966,17614,33278,33278,55238,33278,33278,55238,21220,21220,43180
171137,13304,13552,13816,14320,.,.,.,28056,28056,43320,19008,19008,34272
171146,12202,12744,12750,13242,27006,27006,39270,26198,26198,38462,18466,18466,30730
171155,4820,4996,5208,5578,.,.,.,18492,21102,21102,11334,13944,13944
171225,4048,4265,4333,4423,.,.,.,15859,18649,19376,7111,9901,10628
171234,4590,4680,4770,4830,.,.,.,14666,17816,22076,9066,12216,16476
171304,6350,6530,6530,6730,.,.,.,17062,21422,25142,10402,14762,18482
171395,4025,4480,4480,5040,17353,20083,22123,19300,22030,24070,9420,12150,14190
171456,11255,11680,12172,12648,27432,27432,32928,26332,26332,31828,17378,17378,22874
171483,4544,4504,4640,5180,15175,19527,22043,19600,23952,26468,9000,13352,15868
171492,28080,29480,30520,31600,47822,47822,47822,47764,47764,47764,37070,37070,37070
171535,2468,2528,2780,2900,.,.,.,16170,18670,18670,7610,10110,10110
171571,13346,13934,13934,14476,29112,29112,38366,28380,28380,37634,20520,20520,29774
171599,28692,30126,31104,32006,47214,47214,47214,46472,46472,46472,35972,35972,35972
171881,22886,23970,24630,25370,37436,37436,37436,36850,36850,36850,29160,29160,29160
172033,20495,21107,21272,22277,39466,39466,39466,39873,39873,39873,26008,26008,26008
172051,10814,10814,11130,11565,25285,25285,40884,26795,26795,42394,15395,15395,30994
172200,4006,3960,4038,4168,.,.,.,18836,20318,22320,10275,11757,13759
172264,27152,27642,28502,29044,44234,44234,44234,44234,44234,44234,32034,32034,32034
172291,5020,5215,5491,5490,21208,25018,28708,16058,19868,23558,9228,13038,16728
172307,5380,5503,5556,5768,18578,19840,20311,17014,18276,18747,9554,10816,11287
172334,29630,30472,31080,31660,44892,44892,44892,44892,44892,44892,34240,34240,34240
172422,7448,7596,7824,8060,16152,16152,19788,16710,16710,20346,9500,9500,13136
172440,23308,23990,24576,25946,40454,40454,40454,39346,39346,39346,31046,31046,31046
172617,2520,2520,2520,2640,.,.,.,18478,20254,21934,5902,7678,9358
172635,3042,3042,3042,3042,.,.,.,15794,16015,16750,8714,8935,9670
172644,13517,13517,14043,14675,31548,31548,48237,33303,33303,49992,21111,21111,37800
172671,2944,2944,3040,3210,.,.,.,12419,13979,15779,8530,10090,11890
172699,13017,13017,13434,14623,29426,29426,33057,29426,29426,33057,19452,19452,23083
172866,18451,18699,18644,17960,.,.,.,37851,37851,37851,29312,29312,29312
172918,5565,5649,5910,6107,.,.,.,19965,19965,19965,14503,14503,14503
172954,5734,5812,6075,6075,.,.,.,21819,21819,21819,14043,14043,14043
172963,5207,5286,5515,5655,.,.,.,21399,21399,21399,13623,13623,13623
173045,39955,40005,41007,42074,57883,57883,57883,66004,66004,66004,47574,47574,47574
173063,5732,5826,6060,6250,.,.,.,17930,17930,17930,12222,12222,12222
173115,5654,5731,6380,6226,.,.,.,20398,20398,20398,10826,10826,10826
173124,8940,9076,9806,10130,23592,23592,23592,23592,23592,23592,14020,14020,14020
173142,28080,28380,28660,29010,39930,39930,39930,39930,39930,39930,31660,31660,31660
173160,38460,39030,40080,41270,56870,56870,56870,57360,57360,57360,47910,47910,47910
