UNITID,XGRCOHRT,GRCOHRT,XUGENTER,UGENTERN,XPGRCOHR,PGRCOHRT,XRRFTCT,RRFTCT,XRRFTEX,RRFTEX,XRRFTIN,RRFTIN,XRRFTCTA,RRFTCTA,XRET_NMF,RET_NMF,XRET_PCF,RET_PCF,XRRPTCT,RRPTCT,XRRPTEX,RRPTEX,XRRPTIN,RRPTIN,XRRPTCTA,RRPTCTA,XRET_NMP,RET_NMP,XRET_PCP,RET_PCP,XSTUFACR,STUFACR 
100654,"R",1417,"R",1692,"R",84,"R",1525,"R",0,"R",0,"R",1525,"R",884,"R",58,"R",10,"R",0,"R",0,"R",10,"R",4,"R",40,"R",18
100663,"R",2361,"R",3766,"R",63,"R",2090,"R",0,"R",0,"R",2090,"R",1754,"R",84,"R",52,"R",0,"R",0,"R",52,"R",31,"R",60,"R",19
100690,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
100706,"R",1191,"R",2040,"R",58,"R",1328,"R",0,"R",0,"R",1328,"R",1049,"R",79,"R",17,"R",0,"R",0,"R",17,"R",3,"R",18,"R",19
100724,"R",797,"R",1027,"R",78,"R",926,"R",0,"R",0,"R",926,"R",596,"R",64,"R",49,"R",3,"R",0,"R",46,"R",10,"R",22,"R",13
100751,"R",7540,"R",9223,"R",82,"R",6466,"R",2,"R",0,"R",6464,"R",5724,"R",89,"R",41,"R",0,"R",0,"R",41,"R",22,"R",54,"R",19
100760,"R",219,"R",817,"R",27,"R",225,"R",0,"R",0,"R",225,"R",143,"R",64,"R",53,"R",0,"R",0,"R",53,"R",13,"R",25,"R",15
100812,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
100830,"R",517,"R",1195,"R",43,"R",641,"R",0,"R",0,"R",641,"R",404,"R",63,"R",33,"R",0,"R",1,"R",34,"R",8,"R",24,"R",15
100858,"R",5254,"R",6571,"R",80,"R",4869,"R",6,"Z",0,"R",4863,"R",4517,"R",93,"R",45,"R",3,"Z",0,"R",42,"R",35,"R",83,"R",20
100937,"R",244,"R",269,"R",91,"R",256,"R",0,"R",0,"R",256,"R",200,"R",78,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
101028,"R",172,"R",609,"R",28,"R",190,"R",0,"Z",0,"R",190,"R",114,"R",60,"R",70,"Z",0,"Z",0,"R",70,"R",18,"R",26,"R",12
101116,"R",12,"R",96,"R",13,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",4,"R",0,"R",0,"R",4,"R",1,"R",25,"R",15
101143,"R",340,"R",774,"R",44,"R",316,"R",0,"R",0,"R",316,"R",208,"R",66,"R",88,"R",0,"R",0,"R",88,"R",33,"R",38,"R",16
101161,"R",1047,"R",3028,"R",35,"R",928,"R",0,"R",0,"R",928,"R",588,"R",63,"R",225,"R",0,"R",0,"R",225,"R",102,"R",45,"R",16
101189,"R",207,"R",621,"R",33,"R",277,"R",0,"R",0,"R",277,"R",180,"R",65,"R",11,"R",0,"R",0,"R",11,"R",4,"R",36,"R",13
101240,"R",625,"R",1808,"R",35,"R",637,"R",0,"R",0,"R",637,"R",379,"R",59,"R",179,"R",0,"R",0,"R",179,"R",59,"R",33,"R",15
101277,"A",,"A",,"A",,"R",44,"R",0,"R",0,"R",44,"R",37,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"R",14
101286,"R",514,"R",1499,"R",34,"R",382,"Z",0,"Z",0,"R",382,"R",253,"R",66,"R",215,"Z",0,"Z",0,"R",215,"R",112,"R",52,"R",14
101295,"R",961,"R",2369,"R",41,"R",925,"Z",0,"Z",0,"R",925,"R",594,"R",64,"R",360,"Z",0,"Z",0,"R",360,"R",146,"R",41,"R",18
101301,"R",219,"R",818,"R",27,"R",179,"R",0,"R",0,"R",179,"R",111,"R",62,"R",56,"R",0,"R",0,"R",56,"R",23,"R",41,"R",14
101365,"R",32,"R",151,"R",21,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",14
101435,"R",250,"R",296,"R",84,"R",219,"R",0,"R",0,"R",219,"R",158,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
101453,"R",3,"R",27,"R",11,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",6
101462,"R",57,"R",366,"R",16,"R",63,"R",0,"R",0,"R",63,"R",26,"R",41,"R",38,"R",0,"R",0,"R",38,"R",14,"R",37,"R",12
101471,"R",178,"R",245,"R",73,"R",85,"R",0,"R",0,"R",85,"R",51,"R",60,"R",41,"R",0,"R",0,"R",41,"R",10,"R",24,"R",9
101480,"R",1782,"R",2988,"R",60,"R",1290,"R",0,"R",0,"R",1290,"R",893,"R",69,"R",23,"R",0,"R",0,"R",23,"R",7,"R",30,"R",19
101505,"R",854,"R",3877,"R",22,"R",938,"R",0,"R",0,"R",938,"R",549,"R",59,"R",555,"R",0,"R",0,"R",555,"R",239,"R",43,"R",19
101514,"R",886,"R",3357,"R",26,"R",896,"R",1,"R",0,"R",895,"R",575,"R",64,"R",591,"R",1,"R",0,"R",590,"R",259,"R",44,"R",20
101569,"R",426,"R",1214,"R",35,"R",455,"R",1,"R",0,"R",454,"R",282,"R",62,"R",235,"R",0,"R",0,"R",235,"R",89,"R",38,"R",17
101587,"R",301,"R",770,"R",39,"R",245,"R",1,"R",0,"R",244,"R",153,"R",63,"R",9,"R",0,"R",0,"R",9,"R",6,"R",67,"R",14
101602,"R",383,"R",950,"R",40,"R",279,"R",0,"R",0,"R",279,"R",175,"R",63,"R",35,"R",0,"R",0,"R",35,"R",16,"R",46,"R",16
101648,"R",179,"R",180,"R",99,"R",255,"R",1,"Z",0,"R",254,"R",97,"R",38,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
101675,"R",380,"R",513,"R",74,"R",394,"R",0,"R",0,"R",394,"R",236,"R",60,"R",5,"R",0,"R",0,"R",5,"R",1,"R",20,"R",16
101693,"R",250,"R",620,"R",40,"R",249,"R",0,"R",0,"R",249,"R",160,"R",64,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",14
101709,"R",478,"R",687,"R",70,"R",455,"R",0,"R",0,"R",455,"R",323,"R",71,"R",16,"R",0,"R",0,"R",16,"R",9,"R",56,"R",12
101736,"R",408,"R",1573,"R",26,"R",487,"R",0,"R",0,"R",487,"R",315,"R",65,"R",155,"R",0,"R",0,"R",155,"R",70,"R",45,"R",17
101879,"R",985,"R",2205,"R",45,"R",905,"R",0,"R",0,"R",905,"R",678,"R",75,"R",27,"R",0,"R",0,"R",27,"R",10,"R",37,"R",17
101897,"R",352,"R",948,"R",37,"R",327,"R",0,"R",0,"R",327,"R",233,"R",71,"R",83,"R",0,"Z",0,"R",83,"R",40,"R",48,"R",16
101912,"R",280,"R",347,"R",81,"R",303,"R",0,"R",0,"R",303,"R",222,"R",73,"R",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"R",10
101994,"R",73,"R",201,"R",36,"R",37,"R",0,"R",0,"R",37,"R",27,"R",73,"R",7,"R",0,"R",0,"R",7,"R",1,"R",14,"R",12
102030,"R",342,"R",1047,"R",33,"R",224,"R",0,"R",0,"R",224,"R",129,"R",58,"R",87,"R",0,"R",0,"R",87,"R",42,"R",48,"R",15
102049,"R",918,"R",1022,"R",90,"R",971,"R",0,"R",0,"R",971,"R",867,"R",89,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
102058,"R",1,"R",4,"R",25,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"R",3
102067,"R",661,"R",1788,"R",37,"R",615,"R",0,"R",0,"R",615,"R",391,"R",64,"R",223,"R",0,"R",0,"R",223,"R",98,"R",44,"R",19
102076,"R",488,"R",1242,"R",39,"R",445,"R",0,"R",0,"R",445,"R",316,"R",71,"R",57,"R",0,"R",0,"R",57,"R",21,"R",37,"R",19
102094,"R",1751,"R",2655,"R",66,"R",1544,"R",0,"R",0,"R",1544,"R",1096,"R",71,"R",27,"R",0,"R",0,"R",27,"R",10,"R",37,"R",17
102234,"R",215,"R",269,"R",80,"R",243,"R",0,"R",0,"R",243,"R",191,"R",79,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
102270,"R",109,"R",194,"R",56,"R",118,"R",0,"R",0,"R",118,"R",75,"R",64,"R",4,"R",0,"R",0,"R",4,"R",4,"R",100,"R",14
102298,"R",216,"R",361,"R",60,"R",342,"R",0,"R",0,"R",342,"R",204,"R",60,"R",9,"R",0,"R",0,"R",9,"R",2,"R",22,"R",22
102313,"R",259,"R",789,"R",33,"R",151,"R",0,"R",0,"R",151,"R",90,"R",60,"R",90,"R",0,"R",0,"R",90,"R",26,"R",29,"R",15
102368,"R",1362,"R",2867,"R",48,"R",1501,"R",0,"R",0,"R",1501,"R",1111,"R",74,"R",282,"R",0,"R",0,"R",282,"R",81,"R",29,"R",16
102377,"R",545,"R",621,"R",88,"R",485,"R",0,"R",0,"R",485,"R",386,"R",80,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
102395,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",9
102429,"R",451,"R",1459,"R",31,"R",404,"R",0,"R",0,"R",404,"R",272,"R",67,"R",192,"R",0,"R",0,"R",192,"R",111,"R",58,"R",12
102553,"R",665,"R",1864,"R",36,"R",578,"Z",0,"Z",0,"R",578,"R",397,"R",69,"R",170,"Z",0,"Z",0,"R",170,"R",86,"R",51,"R",12
102580,"R",6,"R",17,"R",35,"R",6,"R",0,"R",0,"R",6,"R",6,"R",100,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",5
102614,"R",538,"R",1488,"R",36,"R",368,"Z",0,"Z",0,"R",368,"R",250,"R",68,"R",54,"Z",0,"Z",0,"R",54,"R",29,"R",54,"R",12
102632,"R",111,"R",382,"R",29,"R",68,"Z",0,"Z",0,"R",68,"R",44,"R",65,"R",26,"Z",0,"Z",0,"R",26,"R",9,"R",35,"R",9
102669,"R",35,"R",169,"R",21,"R",19,"Z",0,"Z",0,"R",19,"R",13,"R",68,"R",4,"Z",0,"Z",0,"R",4,"R",2,"R",50,"R",8
102711,"A",,"A",,"A",,"R",52,"R",0,"R",0,"R",52,"R",49,"R",94,"R",103,"Z",0,"Z",0,"R",103,"R",103,"R",100,"R",12
102845,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
103501,"A",,"A",,"A",,"R",289,"R",2,"R",0,"R",287,"R",207,"R",72,"A",,"A",,"A",,"A",,"A",,"A",,"R",15
103741,"A",,"A",,"A",,"R",48,"R",0,"Z",0,"R",48,"R",41,"R",85,"R",16,"R",0,"Z",0,"R",16,"R",5,"R",31,"R",19
103893,"A",,"A",,"A",,"R",206,"R",0,"R",0,"R",206,"R",126,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",38
103909,"A",,"A",,"A",,"R",88,"R",1,"R",0,"R",87,"R",47,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
103927,"A",,"A",,"A",,"R",49,"R",0,"R",0,"R",49,"R",37,"R",76,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
103954,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",1,"R",33,"A",,"A",,"A",,"A",,"A",,"A",,"R",24
103963,"A",,"A",,"A",,"R",59,"R",0,"R",0,"R",59,"R",29,"R",49,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
104090,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",7,"R",47,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
104151,"R",14097,"R",19351,"R",73,"R",12427,"R",162,"R",0,"R",12265,"R",10548,"R",86,"R",250,"R",7,"R",0,"R",243,"R",99,"R",41,"R",18
104160,"R",514,"R",2716,"R",19,"R",393,"R",0,"R",0,"R",393,"R",258,"R",66,"R",819,"R",0,"R",0,"R",819,"R",418,"R",51,"R",20
104179,"R",6012,"R",11136,"R",54,"R",5374,"R",15,"R",0,"R",5359,"R",4503,"R",84,"R",1960,"R",0,"R",0,"R",1960,"R",1237,"R",63,"R",17
104346,"R",395,"R",2924,"R",14,"R",324,"R",0,"R",0,"R",324,"R",190,"R",59,"R",717,"R",0,"R",0,"R",717,"R",284,"R",40,"R",15
104391,"A",,"A",,"A",,"R",49,"R",0,"R",0,"R",49,"R",30,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
104425,"R",528,"R",855,"R",62,"R",478,"R",0,"R",0,"R",478,"R",308,"R",64,"R",184,"R",0,"R",0,"R",184,"R",82,"R",45,"R",14
104443,"A",,"A",,"A",,"R",14,"R",0,"Z",0,"R",14,"R",11,"R",79,"R",6,"R",0,"Z",0,"R",6,"R",2,"R",33,"R",11
104568,"A",,"A",,"A",,"R",96,"R",2,"R",0,"R",94,"R",85,"R",90,"R",73,"R",0,"R",0,"R",73,"R",65,"R",89,"R",20
104577,"R",488,"R",962,"R",51,"R",348,"R",1,"R",0,"R",347,"R",203,"R",59,"R",131,"R",0,"R",0,"R",131,"R",47,"R",36,"R",16
104586,"R",744,"R",870,"R",86,"R",739,"R",0,"R",0,"R",739,"R",573,"R",78,"R",4,"R",0,"R",0,"R",4,"R",2,"R",50,"R",17
104708,"R",1072,"R",3530,"R",30,"R",908,"R",0,"Z",0,"R",908,"R",575,"R",63,"R",681,"R",0,"Z",0,"R",681,"R",289,"R",42,"R",15
104717,"R",6722,"R",19693,"R",34,"R",6613,"R",2,"Z",0,"R",6611,"R",4667,"R",71,"R",948,"R",2,"Z",0,"R",946,"R",402,"R",42,"R",20
105145,"R",212,"R",1548,"R",14,"R",196,"R",0,"Z",0,"R",196,"R",120,"R",61,"R",165,"R",0,"Z",0,"R",165,"R",74,"R",45,"R",11
105154,"R",1010,"R",4266,"R",24,"R",973,"R",0,"Z",0,"R",973,"R",619,"R",64,"R",682,"R",0,"Z",0,"R",682,"R",306,"R",45,"R",15
105206,"R",110,"R",646,"R",17,"R",87,"R",0,"R",0,"R",87,"R",54,"R",62,"R",178,"R",0,"R",0,"R",178,"R",84,"R",47,"R",13
105215,"A",,"A",,"A",,"R",285,"R",0,"R",0,"R",285,"R",161,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"R",30
105297,"R",64,"R",140,"R",46,"R",11,"R",0,"R",0,"R",11,"R",1,"R",9,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",12
105330,"R",4749,"R",7479,"R",63,"R",4588,"R",0,"R",0,"R",4588,"R",3416,"R",74,"R",624,"R",0,"R",0,"R",624,"R",282,"R",45,"R",21
105349,"R",25,"R",1467,"R",2,"R",24,"R",0,"R",0,"R",24,"R",10,"R",42,"R",47,"R",0,"R",0,"R",47,"R",13,"R",28,"R",12
105367,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
105428,"R",462,"R",2317,"R",20,"R",413,"R",0,"Z",0,"R",413,"R",264,"R",64,"R",377,"R",0,"Z",0,"R",377,"R",167,"R",44,"R",12
105525,"R",855,"R",4119,"R",21,"R",825,"R",1,"R",0,"R",824,"R",536,"R",65,"R",1282,"R",0,"R",0,"R",1282,"R",602,"R",47,"R",16
105534,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
105543,"A",,"A",,"A",,"R",77,"R",0,"R",0,"R",77,"R",9,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
105589,"R",36,"R",99,"R",36,"R",52,"R",0,"R",0,"R",52,"R",39,"R",75,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"R",9
105659,"A",,"A",,"A",,"R",253,"R",2,"R",0,"R",251,"R",199,"R",79,"A",,"A",,"A",,"A",,"A",,"A",,"R",34
105668,"R",96,"R",2628,"R",4,"R",109,"R",0,"Z",0,"R",109,"R",40,"R",37,"R",226,"R",0,"Z",0,"R",226,"R",71,"R",31,"R",25
105677,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6
105747,"R",390,"R",2072,"R",19,"R",403,"R",0,"Z",0,"R",403,"R",271,"R",67,"R",292,"R",0,"Z",0,"R",292,"R",153,"R",52,"R",15
105792,"R",273,"R",1063,"R",26,"R",212,"R",0,"Z",0,"R",212,"R",145,"R",68,"R",109,"R",0,"Z",0,"R",109,"R",45,"R",41,"R",15
105899,"R",300,"R",482,"R",62,"R",281,"R",0,"R",0,"R",281,"R",135,"R",48,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",18
106041,"A",,"A",,"A",,"R",775,"R",2,"R",0,"R",773,"R",427,"R",55,"A",,"A",,"A",,"A",,"A",,"A",,"R",36
106111,"A",,"A",,"A",,"R",12,"R",0,"Z",0,"R",12,"R",6,"R",50,"R",6,"R",0,"Z",0,"R",6,"R",4,"R",67,"R",17
106148,"R",500,"R",2890,"R",17,"R",557,"Z",0,"Z",0,"R",557,"R",352,"R",63,"R",428,"Z",0,"Z",0,"R",428,"R",158,"R",37,"R",17
106245,"R",446,"R",1724,"R",26,"R",478,"R",0,"R",0,"R",478,"R",313,"R",65,"R",19,"R",0,"R",0,"R",19,"R",9,"R",47,"R",11
106263,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",21
106306,"R",128,"R",228,"R",56,"R",91,"R",0,"R",0,"R",91,"R",18,"R",20,"R",48,"R",0,"R",0,"R",48,"R",12,"R",25,"R",23
106315,"A",,"A",,"A",,"R",4,"R",0,"R",0,"R",4,"R",3,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
106324,"A",,"A",,"A",,"R",25,"R",0,"R",0,"R",25,"R",21,"R",84,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",8
106342,"R",138,"R",172,"R",80,"R",183,"R",1,"R",0,"R",182,"R",125,"R",69,"A",,"A",,"A",,"A",,"A",,"A",,"R",10
106351,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
106360,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",7,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"R",13
106397,"R",6012,"R",7862,"R",76,"R",4685,"R",4,"Z",0,"R",4681,"R",4076,"R",87,"R",41,"R",0,"Z",0,"R",41,"R",27,"R",66,"R",19
106412,"R",590,"R",848,"R",70,"R",608,"R",1,"R",0,"R",607,"R",385,"R",63,"R",77,"R",0,"R",0,"R",77,"R",24,"R",31,"R",14
106449,"R",533,"R",696,"R",77,"R",598,"R",1,"R",0,"R",597,"R",338,"R",57,"R",66,"R",0,"R",0,"R",66,"R",18,"R",27,"R",15
106458,"R",1225,"R",2557,"R",48,"R",1195,"R",0,"R",0,"R",1195,"R",893,"R",75,"R",52,"Z",0,"Z",0,"R",52,"R",19,"R",37,"R",14
106467,"R",1337,"R",1663,"R",80,"R",1388,"R",0,"R",0,"R",1388,"R",872,"R",63,"R",14,"R",0,"R",0,"R",14,"R",6,"R",43,"R",18
106485,"R",412,"R",873,"R",47,"R",259,"R",0,"R",0,"R",259,"R",179,"R",69,"R",5,"R",0,"R",0,"R",5,"R",4,"R",80,"R",12
106494,"A",,"A",,"A",,"R",15,"R",0,"R",0,"R",15,"R",10,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
106546,"A",,"A",,"A",,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
106625,"R",244,"R",432,"R",56,"R",283,"R",0,"R",0,"R",283,"R",151,"R",53,"R",42,"R",0,"R",0,"R",42,"R",14,"R",33,"R",13
106704,"R",1844,"R",2339,"R",79,"R",1707,"R",0,"Z",0,"R",1707,"R",1207,"R",71,"R",8,"Z",0,"Z",0,"R",8,"R",4,"R",50,"R",15
106713,"R",136,"R",237,"R",57,"R",113,"R",0,"R",0,"R",113,"R",74,"R",65,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",11
106795,"R",173,"R",572,"R",30,"R",152,"R",0,"R",0,"R",152,"R",95,"R",63,"R",62,"R",0,"R",0,"R",62,"R",23,"R",37,"R",18
106810,"R",52,"R",84,"R",62,"R",39,"R",0,"R",0,"R",39,"R",23,"R",59,"A",,"A",,"A",,"A",,"A",,"A",,"R",9
106883,"R",122,"R",283,"R",43,"R",124,"R",0,"R",0,"R",124,"R",61,"R",49,"R",24,"R",0,"R",0,"R",24,"R",16,"R",67,"R",11
106892,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12
106908,"A",,"A",,"A",,"R",58,"R",0,"R",0,"R",58,"R",37,"R",64,"R",6,"R",0,"R",0,"R",6,"R",3,"R",50,"R",12
106980,"R",502,"R",683,"R",73,"R",469,"R",0,"R",0,"R",469,"R",281,"R",60,"R",99,"R",0,"R",0,"R",99,"R",32,"R",32,"R",15
106999,"R",179,"R",240,"R",75,"R",256,"R",0,"R",0,"R",256,"R",137,"R",54,"R",28,"R",0,"R",0,"R",28,"R",8,"R",29,"R",13
107044,"R",744,"R",1203,"R",62,"R",745,"R",0,"R",3,"R",748,"R",630,"R",84,"R",2,"R",0,"R",0,"R",2,"R",1,"R",50,"R",16
107071,"R",416,"R",555,"R",75,"R",548,"R",0,"R",0,"R",548,"R",308,"R",56,"R",15,"R",0,"R",0,"R",15,"R",3,"R",20,"R",14
107080,"R",315,"R",332,"R",95,"R",310,"R",0,"R",0,"R",310,"R",249,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
107099,"A",,"A",,"A",,"R",13,"R",0,"R",0,"R",13,"R",7,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
107123,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8
107141,"R",329,"R",694,"R",47,"R",312,"R",3,"R",0,"R",309,"R",248,"R",80,"R",3,"R",0,"R",0,"R",3,"R",2,"R",67,"R",15
107220,"A",,"A",,"A",,"R",110,"R",0,"R",0,"R",110,"R",82,"R",75,"A",,"A",,"A",,"A",,"A",,"A",,"R",5
107293,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",5,"R",50,"A",,"A",,"A",,"A",,"A",,"A",,"R",18
107318,"R",85,"R",447,"R",19,"R",74,"R",0,"R",0,"R",74,"R",39,"R",53,"R",48,"R",0,"R",0,"R",48,"R",19,"R",40,"R",10
107327,"R",163,"R",558,"R",29,"R",193,"R",0,"R",0,"R",193,"R",105,"R",54,"R",25,"R",0,"R",0,"R",25,"R",9,"R",36,"R",19
107442,"A",,"A",,"A",,"R",1,"R",0,"R",0,"R",1,"R",1,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
107460,"R",268,"R",387,"R",69,"R",247,"R",0,"R",0,"R",247,"R",139,"R",56,"R",55,"R",0,"R",0,"R",55,"R",18,"R",33,"R",14
107488,"A",,"A",,"A",,"R",180,"R",0,"R",0,"R",180,"R",166,"R",92,"R",2,"Z",0,"Z",0,"R",2,"R",2,"R",100,"R",6
107512,"R",485,"R",672,"R",72,"R",389,"R",0,"Z",0,"R",389,"R",328,"R",84,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",13
107521,"R",53,"R",150,"R",35,"R",52,"R",0,"R",0,"R",52,"R",31,"R",60,"R",17,"R",0,"R",0,"R",17,"R",8,"R",47,"R",14
107549,"R",123,"R",414,"R",30,"R",149,"Z",0,"Z",0,"R",149,"R",82,"R",55,"R",12,"R",1,"Z",0,"R",11,"R",4,"R",36,"R",14
107558,"R",201,"R",252,"R",80,"R",195,"R",5,"R",0,"R",190,"R",116,"R",61,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",15
107585,"R",390,"R",935,"R",42,"R",388,"R",0,"R",0,"R",388,"R",226,"R",58,"R",101,"R",0,"R",0,"R",101,"R",48,"R",48,"R",19
107600,"R",90,"R",142,"R",63,"R",93,"R",0,"R",0,"R",93,"R",51,"R",55,"R",9,"R",0,"R",0,"R",9,"R",3,"R",33,"R",12
107619,"R",117,"R",185,"R",63,"R",125,"R",1,"R",0,"R",124,"R",83,"R",67,"R",18,"R",0,"R",0,"R",18,"R",5,"R",28,"R",12
107637,"R",39,"R",369,"R",11,"R",77,"R",0,"R",0,"R",77,"R",36,"R",47,"R",106,"R",0,"R",0,"R",106,"R",35,"R",33,"R",10
107655,"A",,"A",,"A",,"R",10,"R",0,"R",0,"R",10,"R",8,"R",80,"A",,"A",,"A",,"A",,"A",,"A",,"R",19
107664,"R",729,"R",1452,"R",50,"R",740,"R",0,"R",0,"R",740,"R",410,"R",55,"R",203,"R",0,"R",0,"R",203,"R",74,"R",36,"R",15
107725,"R",123,"R",403,"R",31,"R",134,"R",0,"R",0,"R",134,"R",91,"R",68,"R",51,"R",0,"R",0,"R",51,"R",26,"R",51,"R",14
107743,"R",172,"R",340,"R",51,"R",234,"R",0,"R",0,"R",234,"R",152,"R",65,"R",18,"R",0,"R",0,"R",18,"R",8,"R",44,"R",28
107789,"A",,"A",,"A",,"R",19,"Z",0,"Z",0,"R",19,"R",14,"R",74,"A",,"A",,"A",,"A",,"A",,"A",,"R",20
107831,"A",,"A",,"A",,"R",7,"R",0,"R",0,"R",7,"R",6,"R",86,"A",,"A",,"A",,"A",,"A",,"A",,"R",25
107840,"R",56,"R",70,"R",80,"R",45,"R",0,"R",0,"R",45,"R",18,"R",40,"R",5,"R",0,"R",0,"R",5,"R",3,"R",60,"R",13
107877,"R",190,"R",244,"R",78,"R",220,"R",0,"R",0,"R",220,"R",47,"R",21,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",17
107974,"R",172,"R",518,"R",33,"R",129,"R",0,"R",0,"R",129,"R",64,"R",50,"R",59,"R",0,"R",0,"R",59,"R",24,"R",41,"R",13
107983,"R",628,"R",1013,"R",62,"R",768,"R",0,"R",0,"R",768,"R",492,"R",64,"R",8,"R",0,"R",0,"R",8,"R",1,"R",13,"R",15
107992,"R",201,"R",351,"R",57,"R",178,"R",0,"R",0,"R",178,"R",108,"R",61,"R",50,"R",0,"R",0,"R",50,"R",15,"R",30,"R",9
108065,"A",,"A",,"A",,"R",6,"R",0,"R",0,"R",6,"R",5,"R",83,"R",2,"R",0,"R",0,"R",2,"R",2,"R",100,"R",15
108092,"R",748,"R",1138,"R",66,"R",628,"R",0,"R",0,"R",628,"R",418,"R",67,"R",13,"R",1,"R",0,"R",12,"R",5,"R",42,"R",18
108232,"R",281,"R",1393,"R",20,"R",258,"R",0,"R",0,"R",258,"R",178,"R",69,"R",411,"R",0,"R",0,"R",411,"R",168,"R",41,"R",14
108667,"R",129,"R",2225,"R",6,"R",140,"R",0,"R",0,"R",140,"R",72,"R",51,"R",375,"R",0,"R",0,"R",375,"R",132,"R",35,"R",25
108807,"R",691,"R",2832,"R",24,"R",576,"R",0,"R",0,"R",576,"R",356,"R",62,"R",383,"R",0,"R",0,"R",383,"R",150,"R",39,"R",21
108852,"R",76,"R",117,"R",65,"R",25,"R",0,"R",0,"R",25,"R",22,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"R",11
